datetime_next15,actual_next15_kW,pred_baseline_kW,pred_model_kW
2025-07-17 14:30:00+05:00,101.0,122.60707697343977,118.19
2025-10-16 14:15:00+05:00,546.0,601.0961827759118,552.6266666666667
2025-01-25 12:15:00+05:00,712.0,710.0688569752324,707.3966666666666
2025-03-12 15:15:00+05:00,512.0,562.4604164688799,510.68333333333334
2025-06-01 06:15:00+05:00,102.0,68.1207398737794,100.01
2025-01-03 11:30:00+05:00,763.0,748.7046232822643,763.7066666666667
2025-06-03 15:30:00+05:00,409.0,437.6371714769306,383.41
2025-07-13 17:45:00+05:00,86.0,137.46698709152895,93.97666666666667
2025-07-02 17:45:00+05:00,31.0,42.36356233575815,35.97666666666667
2025-06-30 13:15:00+05:00,196.0,179.0747354221787,167.28
2025-03-07 16:00:00+05:00,421.0,481.2262411566589,423.58
2025-05-12 17:15:00+05:00,83.0,108.73782752988986,77.72
2025-03-16 14:15:00+05:00,647.0,680.3490367390541,636.1633333333333
2025-08-29 06:45:00+05:00,72.0,60.19545447746517,73.61
2025-03-13 08:45:00+05:00,515.0,459.43170631679476,512.9733333333334
2025-02-07 07:00:00+05:00,43.0,39.391580312140306,49.1
2025-09-23 14:00:00+05:00,493.0,520.85266813823,491.2366666666667
2025-08-16 11:00:00+05:00,257.0,229.59842982368193,265.37666666666667
2025-05-27 12:00:00+05:00,507.0,527.787292860005,516.9333333333333
2025-10-18 08:30:00+05:00,285.0,237.52371521999618,269.29
2025-01-15 11:45:00+05:00,445.0,454.4784029440983,419.38
2025-09-20 10:00:00+05:00,768.0,732.8540524896359,764.3266666666667
2025-04-26 08:45:00+05:00,592.0,541.6565423035549,592.5133333333333
2025-06-03 11:30:00+05:00,938.0,905.6005076124227,924.15
2025-04-25 12:45:00+05:00,922.0,905.6005076124227,922.23
2025-09-20 11:45:00+05:00,855.0,849.7520120852707,838.3566666666667
2025-07-10 10:30:00+05:00,321.0,305.87930176320646,309.75666666666666
2025-06-20 12:45:00+05:00,604.0,545.6191850017121,537.98
2025-02-10 12:00:00+05:00,724.0,717.9941423715466,733.83
2025-07-15 06:45:00+05:00,177.0,116.6631129262041,158.69666666666666
2025-03-31 13:30:00+05:00,713.0,737.8073558623323,709.2866666666666
2025-05-15 06:45:00+05:00,105.0,89.91527471364356,109.29
2025-08-16 13:45:00+05:00,200.0,236.53305454545688,268.7033333333333
2025-06-17 09:00:00+05:00,601.0,573.3576838888118,621.7766666666666
2025-04-11 08:30:00+05:00,540.0,485.18888385481597,542.5366666666666
2025-01-19 13:00:00+05:00,755.0,768.5178367730498,757.5866666666667
2025-09-13 16:30:00+05:00,130.0,155.298879233236,125.35333333333334
2025-01-06 10:30:00+05:00,548.0,586.2362726578224,611.4533333333334
2025-06-16 10:30:00+05:00,752.0,753.6579266549606,792.08
2025-03-22 08:45:00+05:00,571.0,513.918043416455,560.5366666666666
2025-08-10 16:00:00+05:00,348.0,445.5624568732448,390.75333333333333
2025-10-03 13:15:00+05:00,79.0,74.06470392101508,67.43666666666667
2025-06-11 10:00:00+05:00,607.0,597.1335400777546,629.9933333333333
2025-10-19 13:00:00+05:00,706.0,726.9100884424001,704.31
2025-06-19 17:30:00+05:00,45.0,54.251490430229495,45.096666666666664
2025-02-24 11:45:00+05:00,881.0,869.5652255760563,877.9066666666666
